Airlines_Name,Airline_Code,Flight_Number,Cabin_Class,Aircraft_Type,Departure_Time,Departure_Port,Arrival_Time,Arrival_Port,Duration_Time,Stop,Fare,Departure_Port_Name,Arrival_Port_Name
Air India Express,IX,2712,ECONOMY,Boeing 737,09:20:00,Bengaluru,21:30:00,Delhi,12:10:00,2,3998,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2894,ECONOMY,Airbus A320,11:00:00,Bengaluru,23:10:00,Delhi,12:10:00,1,3998,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,1451,ECONOMY,Airbus A320,07:00:00,Bengaluru,21:30:00,Delhi,14:30:00,1,3998,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,1331,ECONOMY,Airbus A320,06:40:00,Bengaluru,21:30:00,Delhi,14:50:00,2,3998,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2720,ECONOMY,Airbus A320,23:10:00,Bengaluru,07:50:00,Delhi,08:40:00,1,4236,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2693,ECONOMY,Airbus A320,06:25:00,Bengaluru,17:20:00,Delhi,10:55:00,1,4236,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2511,ECONOMY,Airbus A320,05:25:00,Bengaluru,17:20:00,Delhi,11:55:00,2,4236,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2936,ECONOMY,Boeing 737,07:35:00,Bengaluru,20:10:00,Delhi,12:35:00,1,4236,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2971,ECONOMY,Airbus A320,05:20:00,Bengaluru,14:40:00,Delhi,09:20:00,1,4365,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2756,ECONOMY,Airbus A320,11:15:00,Bengaluru,21:25:00,Delhi,10:10:00,1,4365,Kempegowda International Airport,Indira Gandhi International Airport
AkasaAir,QP,1339,ECONOMY,Boeing 7MY,13:25:00,Bengaluru,16:20:00,Delhi,02:55:00,0,4797,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,1116,ECONOMY,Airbus A320,04:30:00,Bengaluru,07:25:00,Delhi,02:55:00,0,4800,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2754,ECONOMY,Airbus A320,20:40:00,Bengaluru,23:35:00,Delhi,02:55:00,0,4800,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6034,ECONOMY,Airbus A321,18:00:00,Bengaluru,21:00:00,Delhi,03:00:00,0,4799,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2814,ECONOMY,Airbus A320,00:15:00,Bengaluru,02:55:00,Delhi,02:40:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2406,ECONOMY,Airbus A320,10:10:00,Bengaluru,12:55:00,Delhi,02:45:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,428,ECONOMY,Boeing 787,14:25:00,Bengaluru,17:10:00,Delhi,02:45:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2661,ECONOMY,Airbus A320,21:20:00,Bengaluru,00:05:00,Delhi,02:45:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2654,ECONOMY,Airbus A320,06:40:00,Bengaluru,09:35:00,Delhi,02:55:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2804,ECONOMY,Airbus A320,09:10:00,Bengaluru,12:05:00,Delhi,02:55:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2652,ECONOMY,Airbus A320,11:00:00,Bengaluru,13:55:00,Delhi,02:55:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2416,ECONOMY,Airbus A320,12:50:00,Bengaluru,15:45:00,Delhi,02:55:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2810,ECONOMY,Airbus A320,03:55:00,Bengaluru,06:55:00,Delhi,03:00:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2511,ECONOMY,Airbus A320,15:30:00,Bengaluru,18:30:00,Delhi,03:00:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2802,ECONOMY,Airbus A320,18:45:00,Bengaluru,21:45:00,Delhi,03:00:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2418,ECONOMY,Airbus A320,16:00:00,Bengaluru,19:10:00,Delhi,03:10:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2665,ECONOMY,Airbus A350,19:20:00,Bengaluru,22:30:00,Delhi,03:10:00,0,4899,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2737,ECONOMY,Airbus A320,05:15:00,Bengaluru,10:55:00,Delhi,05:40:00,1,5034,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2704,ECONOMY,Airbus A320,17:30:00,Bengaluru,02:55:00,Delhi,09:25:00,1,5034,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2673,ECONOMY,Boeing 737,09:05:00,Bengaluru,20:00:00,Delhi,10:55:00,2,5034,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,1097,ECONOMY,Airbus A320,10:25:00,Bengaluru,21:25:00,Delhi,11:00:00,1,5034,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2749,ECONOMY,Boeing 737,05:35:00,Bengaluru,18:50:00,Delhi,13:15:00,1,5034,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,1169,ECONOMY,Boeing 737,10:25:00,Bengaluru,13:20:00,Delhi,02:55:00,0,5300,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,638,ECONOMY,Airbus A321,18:25:00,Bengaluru,00:05:00,Delhi,05:40:00,1,5563,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,1258,ECONOMY,Airbus A320,18:40:00,Bengaluru,09:05:00,Delhi,14:25:00,1,5639,Kempegowda International Airport,Indira Gandhi International Airport
AkasaAir,QP,1359,ECONOMY,Boeing 737,05:00:00,Bengaluru,07:45:00,Delhi,02:45:00,0,5670,Kempegowda International Airport,Indira Gandhi International Airport
AkasaAir,QP,1336,ECONOMY,Boeing 7YL,15:05:00,Bengaluru,17:55:00,Delhi,02:50:00,0,5670,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,356,ECONOMY,Airbus A321,16:55:00,Bengaluru,22:25:00,Delhi,05:30:00,1,5822,Kempegowda International Airport,Indira Gandhi International Airport
AkasaAir,QP,1906,ECONOMY,Boeing 7YL,21:55:00,Bengaluru,07:30:00,Delhi,09:35:00,1,6190,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,869,ECONOMY,Airbus A321,11:45:00,Bengaluru,14:40:00,Delhi,02:55:00,0,6149,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6923,ECONOMY,Airbus A320,05:10:00,Bengaluru,10:05:00,Delhi,04:55:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6743,ECONOMY,Airbus A320,16:25:00,Bengaluru,21:20:00,Delhi,04:55:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,903,ECONOMY,Airbus A320,19:30:00,Bengaluru,00:35:00,Delhi,05:05:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,747,ECONOMY,Airbus A320,18:05:00,Bengaluru,23:20:00,Delhi,05:15:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,408,ECONOMY,Airbus A321,04:25:00,Bengaluru,09:45:00,Delhi,05:20:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,575,ECONOMY,Airbus A321,05:00:00,Bengaluru,10:40:00,Delhi,05:40:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,116,ECONOMY,Airbus A320,22:35:00,Bengaluru,04:15:00,Delhi,05:40:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,441,ECONOMY,Airbus A320,20:40:00,Bengaluru,02:30:00,Delhi,05:50:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6077,ECONOMY,Airbus A321,20:05:00,Bengaluru,02:00:00,Delhi,05:55:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,537,ECONOMY,Airbus A320,10:10:00,Bengaluru,16:10:00,Delhi,06:00:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6162,ECONOMY,Airbus A321,19:00:00,Bengaluru,01:10:00,Delhi,06:10:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,855,ECONOMY,Airbus A320,19:50:00,Bengaluru,02:00:00,Delhi,06:10:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6353,ECONOMY,Airbus A321,04:55:00,Bengaluru,11:10:00,Delhi,06:15:00,1,5952,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6779,ECONOMY,Airbus A321,01:00:00,Bengaluru,06:40:00,Delhi,05:40:00,1,6252,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6423,ECONOMY,Airbus A320,18:55:00,Bengaluru,01:10:00,Delhi,06:15:00,1,6252,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2808,ECONOMY,Airbus A320,06:55:00,Bengaluru,09:45:00,Delhi,02:50:00,0,6351,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2818,ECONOMY,Airbus A320,20:25:00,Bengaluru,23:15:00,Delhi,02:50:00,0,6351,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2868,ECONOMY,Airbus A320,08:00:00,Bengaluru,10:55:00,Delhi,02:55:00,0,6351,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2820,ECONOMY,Airbus A320,18:05:00,Bengaluru,21:00:00,Delhi,02:55:00,0,6351,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,2328,ECONOMY,Airbus A321,14:15:00,Bengaluru,17:10:00,Delhi,02:55:00,0,6569,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6039,ECONOMY,Airbus A321,16:35:00,Bengaluru,19:30:00,Delhi,02:55:00,0,6569,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,586,ECONOMY,Airbus A321,06:05:00,Bengaluru,11:20:00,Delhi,05:15:00,1,6433,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6283,ECONOMY,Airbus A321,23:30:00,Bengaluru,05:15:00,Delhi,05:45:00,1,6433,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,978,ECONOMY,Airbus A321,17:30:00,Bengaluru,23:25:00,Delhi,05:55:00,1,6433,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,7171,ECONOMY,Alenia ATR 42,06:05:00,Bengaluru,12:10:00,Delhi,06:05:00,1,6433,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,5218,ECONOMY,Airbus A321,14:00:00,Bengaluru,20:15:00,Delhi,06:15:00,1,6433,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,175,ECONOMY,Airbus A321,10:35:00,Bengaluru,13:30:00,Delhi,02:55:00,0,6779,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2709,ECONOMY,Boeing 737,13:35:00,Bengaluru,20:00:00,Delhi,06:25:00,1,6484,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2465,ECONOMY,Boeing 737,05:10:00,Bengaluru,12:05:00,Delhi,06:55:00,1,6484,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2722,ECONOMY,Airbus A320,09:00:00,Bengaluru,20:00:00,Delhi,11:00:00,1,6484,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2541,ECONOMY,Airbus A320,08:30:00,Bengaluru,23:45:00,Delhi,15:15:00,1,6484,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2414,ECONOMY,Airbus A320,03:05:00,Bengaluru,05:55:00,Delhi,02:50:00,0,6720,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,2381,ECONOMY,Airbus A321,13:05:00,Bengaluru,15:55:00,Delhi,02:50:00,0,6884,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,2174,ECONOMY,Airbus A321,15:15:00,Bengaluru,18:05:00,Delhi,02:50:00,0,6884,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6406,ECONOMY,Airbus A321,20:30:00,Bengaluru,23:20:00,Delhi,02:50:00,0,6884,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,2359,ECONOMY,Airbus A321,21:45:00,Bengaluru,00:35:00,Delhi,02:50:00,0,6884,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,2021,ECONOMY,Airbus A321,04:50:00,Bengaluru,07:45:00,Delhi,02:55:00,0,6884,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,5267,ECONOMY,Airbus A321,19:15:00,Bengaluru,22:10:00,Delhi,02:55:00,0,6884,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,2335,ECONOMY,Airbus A321,23:00:00,Bengaluru,02:00:00,Delhi,03:00:00,0,6884,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,5256,ECONOMY,Airbus A321,09:15:00,Bengaluru,12:20:00,Delhi,03:05:00,0,6884,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9564,ECONOMY,Airbus A320,11:15:00,Bengaluru,19:00:00,Delhi,07:45:00,1,6912,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9572,ECONOMY,Airbus A321,16:45:00,Bengaluru,03:55:00,Delhi,11:10:00,1,6912,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,486,ECONOMY,Airbus A321,20:00:00,Bengaluru,01:10:00,Delhi,05:10:00,1,6962,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6653,ECONOMY,Airbus A320,12:35:00,Bengaluru,18:00:00,Delhi,05:25:00,1,6962,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,852,ECONOMY,Airbus A320,15:00:00,Bengaluru,21:00:00,Delhi,06:00:00,1,6962,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,959,ECONOMY,Airbus A320,07:30:00,Bengaluru,12:40:00,Delhi,05:10:00,1,7243,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,857,ECONOMY,Airbus A320,06:10:00,Bengaluru,11:50:00,Delhi,05:40:00,1,7543,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9903,ECONOMY,Airbus A320,11:00:00,Bengaluru,17:15:00,Delhi,06:15:00,1,7682,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,2368,ECONOMY,Airbus A321,07:00:00,Bengaluru,10:00:00,Delhi,03:00:00,0,7619,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6003,ECONOMY,Airbus A321,05:10:00,Bengaluru,11:10:00,Delhi,06:00:00,1,7860,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9605,ECONOMY,Airbus A320,05:25:00,Bengaluru,11:15:00,Delhi,05:50:00,1,8083,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9962,ECONOMY,Boeing 737,05:50:00,Bengaluru,12:30:00,Delhi,06:40:00,1,8207,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9566,ECONOMY,Boeing 737,22:10:00,Bengaluru,03:55:00,Delhi,05:45:00,1,8527,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9574,ECONOMY,Boeing 737,09:05:00,Bengaluru,19:00:00,Delhi,09:55:00,1,8527,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,217,ECONOMY,Airbus A320,05:25:00,Bengaluru,11:15:00,Delhi,05:50:00,1,8529,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9808,ECONOMY,Airbus A320,23:10:00,Bengaluru,04:05:00,Delhi,04:55:00,1,9218,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9810,ECONOMY,Airbus A320,06:40:00,Bengaluru,18:20:00,Delhi,11:40:00,1,9218,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6208,ECONOMY,Airbus A320,12:55:00,Bengaluru,18:40:00,Delhi,05:45:00,1,9309,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9447,ECONOMY,Boeing 737,14:30:00,Bengaluru,22:10:00,Delhi,07:40:00,1,9711,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6035,ECONOMY,Airbus A320,08:40:00,Bengaluru,14:15:00,Delhi,05:35:00,1,9666,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9876,ECONOMY,Airbus A320,15:35:00,Bengaluru,22:45:00,Delhi,07:10:00,1,9819,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2635,ECONOMY,Airbus A320,05:30:00,Bengaluru,12:20:00,Delhi,06:50:00,1,10715,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9453,ECONOMY,Airbus A320,08:30:00,Bengaluru,14:55:00,Delhi,06:25:00,1,10915,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9455,ECONOMY,Airbus A320,07:05:00,Bengaluru,14:55:00,Delhi,07:50:00,1,10915,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9457,ECONOMY,Airbus A320,19:15:00,Bengaluru,03:00:00,Delhi,07:45:00,1,10934,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9956,ECONOMY,Boeing 737,07:35:00,Bengaluru,15:15:00,Delhi,07:40:00,1,11169,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,525,ECONOMY,Airbus A319,05:10:00,Bengaluru,10:50:00,Delhi,05:40:00,1,11263,Kempegowda International Airport,Indira Gandhi International Airport
IndiGo,6E,6801,ECONOMY,Airbus A320,08:25:00,Bengaluru,13:55:00,Delhi,05:30:00,1,11192,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9441,ECONOMY,Airbus A320,19:05:00,Bengaluru,02:20:00,Delhi,07:15:00,1,11324,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2824,ECONOMY,Airbus A320,14:15:00,Bengaluru,20:30:00,Delhi,06:15:00,1,11473,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2887,ECONOMY,Airbus A320,13:35:00,Bengaluru,19:00:00,Delhi,05:25:00,1,11566,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,519,ECONOMY,Airbus A319,20:10:00,Bengaluru,01:55:00,Delhi,05:45:00,1,11566,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9406,ECONOMY,Airbus A321,05:15:00,Bengaluru,10:55:00,Delhi,05:40:00,1,11752,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9404,ECONOMY,Airbus A320,17:30:00,Bengaluru,23:10:00,Delhi,05:40:00,1,11846,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9633,ECONOMY,Airbus A320,11:15:00,Bengaluru,19:00:00,Delhi,07:45:00,1,12137,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2852,ECONOMY,Airbus A320,10:30:00,Bengaluru,16:55:00,Delhi,06:25:00,1,12285,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2846,ECONOMY,Airbus A321,08:25:00,Bengaluru,13:55:00,Delhi,05:30:00,1,12377,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2402,ECONOMY,Airbus A320,06:40:00,Bengaluru,12:15:00,Delhi,05:35:00,1,12377,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2604,ECONOMY,Airbus A320,09:10:00,Bengaluru,14:55:00,Delhi,05:45:00,1,12377,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,521,ECONOMY,Airbus A319,12:50:00,Bengaluru,20:20:00,Delhi,07:30:00,1,12638,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9443,ECONOMY,Airbus A320,07:30:00,Bengaluru,15:15:00,Delhi,07:45:00,1,13279,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2811,ECONOMY,Airbus A320,00:10:00,Bengaluru,05:40:00,Delhi,05:30:00,1,13585,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2645,ECONOMY,Airbus A320,21:25:00,Bengaluru,03:00:00,Delhi,05:35:00,1,13585,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2850,ECONOMY,Airbus A320,20:25:00,Bengaluru,03:00:00,Delhi,06:35:00,1,13686,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2858,ECONOMY,Airbus A320,02:15:00,Bengaluru,07:35:00,Delhi,05:20:00,1,13729,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2630,ECONOMY,Airbus A320,13:45:00,Bengaluru,20:00:00,Delhi,06:15:00,1,13729,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9495,ECONOMY,Airbus A320,15:00:00,Bengaluru,22:20:00,Delhi,07:20:00,1,15360,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2854,ECONOMY,Airbus A320,17:55:00,Bengaluru,23:05:00,Delhi,05:10:00,1,16024,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,9451,BUSINESS,Boeing 737,05:10:00,Bengaluru,14:55:00,Delhi,09:45:00,1,44624,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2864,BUSINESS,Airbus A320,19:45:00,Bengaluru,03:00:00,Delhi,07:15:00,1,58205,Kempegowda International Airport,Indira Gandhi International Airport
Air India,AI,2610,BUSINESS,Airbus A320,18:45:00,Bengaluru,03:00:00,Delhi,08:15:00,1,58205,Kempegowda International Airport,Indira Gandhi International Airport
Air India Express,IX,2973,ECONOMY,Airbus A320,13:25:00,Bengaluru,14:45:00,Goa,01:20:00,0,2399,Kempegowda International Airport,Goa Dabolim Airport
Air India Express,IX,2716,ECONOMY,Airbus A320,12:30:00,Bengaluru,13:55:00,Goa,01:25:00,0,2399,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,6554,ECONOMY,Airbus A320,19:15:00,Bengaluru,20:20:00,Goa,01:05:00,0,2399,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,6753,ECONOMY,Airbus A320,15:35:00,Bengaluru,16:45:00,Goa,01:10:00,0,2399,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,6168,ECONOMY,Airbus A320,17:25:00,Bengaluru,18:40:00,Goa,01:15:00,0,2399,Kempegowda International Airport,Goa Dabolim Airport
AllianceAir,9I,547,ECONOMY,Alenia ATR 42,20:20:00,Bengaluru,21:55:00,Goa,01:35:00,0,2250,Kempegowda International Airport,Goa Dabolim Airport
Air India Express,IX,2693,ECONOMY,Airbus A320,06:25:00,Bengaluru,07:45:00,Goa,01:20:00,0,2699,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,194,ECONOMY,Airbus A320,06:20:00,Bengaluru,07:30:00,Goa,01:10:00,0,2741,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,6526,ECONOMY,Airbus A321,08:40:00,Bengaluru,10:00:00,Goa,01:20:00,0,2753,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,684,ECONOMY,Airbus A320,22:30:00,Bengaluru,08:50:00,Goa,10:20:00,1,2923,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,6923,ECONOMY,Airbus A320,05:10:00,Bengaluru,13:45:00,Goa,08:35:00,1,3067,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,6583,ECONOMY,Airbus A321,09:50:00,Bengaluru,11:10:00,Goa,01:20:00,0,3143,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,6653,ECONOMY,Airbus A320,12:35:00,Bengaluru,13:45:00,Goa,01:10:00,0,3462,Kempegowda International Airport,Goa Dabolim Airport
Air India Express,IX,1613,ECONOMY,Boeing 737,22:10:00,Bengaluru,12:55:00,Goa,14:45:00,1,3498,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,537,ECONOMY,Airbus A320,10:10:00,Bengaluru,15:00:00,Goa,04:50:00,1,4570,Kempegowda International Airport,Goa Dabolim Airport
Air India Express,IX,2673,ECONOMY,Boeing 737,09:05:00,Bengaluru,12:55:00,Goa,03:50:00,1,4935,Kempegowda International Airport,Goa Dabolim Airport
Air India Express,IX,2870,ECONOMY,Airbus A320,07:35:00,Bengaluru,12:55:00,Goa,05:20:00,1,4935,Kempegowda International Airport,Goa Dabolim Airport
Air India Express,IX,1451,ECONOMY,Airbus A320,07:00:00,Bengaluru,13:55:00,Goa,06:55:00,1,4935,Kempegowda International Airport,Goa Dabolim Airport
Air India Express,IX,2511,ECONOMY,Airbus A320,05:25:00,Bengaluru,13:55:00,Goa,08:30:00,1,4935,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,484,ECONOMY,Airbus A321,08:10:00,Bengaluru,13:45:00,Goa,05:35:00,1,5063,Kempegowda International Airport,Goa Dabolim Airport
IndiGo,6E,857,ECONOMY,Airbus A320,06:10:00,Bengaluru,12:35:00,Goa,06:25:00,1,5648,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2858,ECONOMY,Airbus A320,02:15:00,Bengaluru,06:30:00,Goa,04:15:00,1,5957,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2811,ECONOMY,Airbus A320,00:10:00,Bengaluru,06:30:00,Goa,06:20:00,1,5957,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2852,ECONOMY,Airbus A320,10:30:00,Bengaluru,16:50:00,Goa,06:20:00,1,5957,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2604,ECONOMY,Airbus A320,09:10:00,Bengaluru,16:50:00,Goa,07:40:00,1,6017,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2846,ECONOMY,Airbus A321,08:25:00,Bengaluru,16:50:00,Goa,08:25:00,1,6017,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2402,ECONOMY,Airbus A320,06:40:00,Bengaluru,16:50:00,Goa,10:10:00,1,6017,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2630,ECONOMY,Airbus A320,13:45:00,Bengaluru,22:10:00,Goa,08:25:00,1,6167,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2854,ECONOMY,Airbus A320,17:55:00,Bengaluru,22:10:00,Goa,04:15:00,1,6227,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2840,ECONOMY,Airbus A320,22:45:00,Bengaluru,06:30:00,Goa,07:45:00,1,6259,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2645,ECONOMY,Airbus A320,21:25:00,Bengaluru,06:30:00,Goa,09:05:00,1,6259,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2850,ECONOMY,Airbus A320,20:25:00,Bengaluru,06:30:00,Goa,10:05:00,1,6259,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,2864,ECONOMY,Airbus A320,19:45:00,Bengaluru,06:30:00,Goa,10:45:00,1,6317,Kempegowda International Airport,Goa Dabolim Airport
AkasaAir,QP,1375,ECONOMY,Boeing 7YL,08:10:00,Bengaluru,15:20:00,Goa,07:10:00,1,6298,Kempegowda International Airport,Goa Dabolim Airport
Air India,AI,523,ECONOMY,Airbus A319,08:50:00,Bengaluru,12:55:00,Goa,04:05:00,1,6405,Kempegowda International Airport,Goa Dabolim Airport
