Airlines_Name,Airline_Code,Flight_Number,Cabin_Class,Aircraft_Type,Departure_Time,Departure_Port,Arrival_Time,Arrival_Port,Duration_Time,Stop,Fare,Departure_Port_Name,Arrival_Port_Name
IndiGo,6E,5169,ECONOMY,Airbus A321,19:40:00,Delhi,21:10:00,Indore,01:30:00,0,3499,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India Express,IX,2761,ECONOMY,Airbus A320,07:10:00,Delhi,11:50:00,Indore,04:40:00,1,4504,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
IndiGo,6E,6483,ECONOMY,Airbus A320,06:00:00,Delhi,10:35:00,Indore,04:35:00,1,4532,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India Express,IX,2755,ECONOMY,Airbus A320,23:55:00,Delhi,07:45:00,Indore,07:50:00,1,4935,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
IndiGo,6E,2644,ECONOMY,Airbus A320,09:55:00,Delhi,17:25:00,Indore,07:30:00,1,5932,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2829,ECONOMY,Airbus A320,05:10:00,Delhi,14:00:00,Indore,08:50:00,1,7288,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2577,ECONOMY,Airbus A320,02:30:00,Delhi,14:00:00,Indore,11:30:00,1,7288,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2560,ECONOMY,Airbus A320,07:10:00,Delhi,14:00:00,Indore,06:50:00,1,7655,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2421,ECONOMY,Airbus A320,02:15:00,Delhi,09:10:00,Indore,06:55:00,1,7855,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2439,ECONOMY,Airbus A320,23:00:00,Delhi,09:10:00,Indore,10:10:00,1,7855,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2437,ECONOMY,Airbus A320,22:30:00,Delhi,09:10:00,Indore,10:40:00,1,7855,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2999,ECONOMY,Airbus A320,22:00:00,Delhi,09:10:00,Indore,11:10:00,1,7855,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2433,ECONOMY,Airbus A320,21:30:00,Delhi,09:10:00,Indore,11:40:00,1,7855,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2981,ECONOMY,Airbus A321,21:00:00,Delhi,09:10:00,Indore,12:10:00,1,7855,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2961,ECONOMY,Airbus A320,23:30:00,Delhi,11:50:00,Indore,12:20:00,1,8541,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2964,ECONOMY,Airbus A320,21:55:00,Delhi,11:50:00,Indore,13:55:00,1,8541,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2957,ECONOMY,Airbus A320,20:30:00,Delhi,09:10:00,Indore,12:40:00,1,8542,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,9486,ECONOMY,Boeing 737,23:00:00,Delhi,09:10:00,Indore,10:10:00,1,8642,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,9484,ECONOMY,Airbus A320,21:10:00,Delhi,09:10:00,Indore,12:00:00,1,8642,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2982,ECONOMY,Airbus A320,13:05:00,Delhi,19:20:00,Indore,06:15:00,1,9892,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2412,ECONOMY,Airbus A320,21:45:00,Delhi,07:45:00,Indore,10:00:00,1,10603,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2807,ECONOMY,Airbus A320,20:30:00,Delhi,07:45:00,Indore,11:15:00,1,10603,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2809,ECONOMY,Airbus A320,20:00:00,Delhi,07:45:00,Indore,11:45:00,1,10603,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2512,ECONOMY,Airbus A320,19:25:00,Delhi,07:45:00,Indore,12:20:00,1,10603,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India,AI,2813,ECONOMY,Airbus A320,18:00:00,Delhi,07:45:00,Indore,13:45:00,1,10603,Indira Gandhi International Airport,Devi Ahilya Bai Holkar Airport
Air India Express,IX,1194,ECONOMY,Airbus A320,06:35:00,Delhi,13:05:00,Bhubaneswar,06:30:00,1,5159,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,1128,ECONOMY,Airbus A320,15:55:00,Delhi,18:20:00,Bhubaneswar,02:25:00,0,5498,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,1114,ECONOMY,Airbus A320,21:40:00,Delhi,00:05:00,Bhubaneswar,02:25:00,0,5498,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,473,ECONOMY,Airbus A320,06:00:00,Delhi,08:00:00,Bhubaneswar,02:00:00,0,5549,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,499,ECONOMY,Airbus A321,09:45:00,Delhi,11:55:00,Bhubaneswar,02:10:00,0,5549,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2489,ECONOMY,Airbus A320,17:55:00,Delhi,20:05:00,Bhubaneswar,02:10:00,0,5549,Indira Gandhi International Airport,Biju Patnaik International Airport
IndiGo,6E,2201,ECONOMY,Airbus A321,21:00:00,Delhi,23:15:00,Bhubaneswar,02:15:00,0,5499,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,1151,ECONOMY,Airbus A320,05:25:00,Delhi,07:50:00,Bhubaneswar,02:25:00,0,6055,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,1170,ECONOMY,Boeing 737,06:30:00,Delhi,12:35:00,Bhubaneswar,06:05:00,1,6058,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,2755,ECONOMY,Airbus A320,23:55:00,Delhi,07:25:00,Bhubaneswar,07:30:00,1,6058,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,2508,ECONOMY,Airbus A320,05:00:00,Delhi,12:35:00,Bhubaneswar,07:35:00,1,6058,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,1011,ECONOMY,Airbus A320,03:10:00,Delhi,18:25:00,Bhubaneswar,15:15:00,1,6058,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,1145,ECONOMY,Boeing 737,23:00:00,Delhi,14:30:00,Bhubaneswar,15:30:00,1,6058,Indira Gandhi International Airport,Biju Patnaik International Airport
IndiGo,6E,6073,ECONOMY,Airbus A321,04:55:00,Delhi,07:10:00,Bhubaneswar,02:15:00,0,6057,Indira Gandhi International Airport,Biju Patnaik International Airport
IndiGo,6E,2023,ECONOMY,Airbus A321,16:55:00,Delhi,19:15:00,Bhubaneswar,02:20:00,0,6057,Indira Gandhi International Airport,Biju Patnaik International Airport
IndiGo,6E,2062,ECONOMY,Airbus A321,06:55:00,Delhi,11:40:00,Bhubaneswar,04:45:00,1,6109,Indira Gandhi International Airport,Biju Patnaik International Airport
IndiGo,6E,5298,ECONOMY,Airbus A321,12:45:00,Delhi,20:50:00,Bhubaneswar,08:05:00,1,6109,Indira Gandhi International Airport,Biju Patnaik International Airport
IndiGo,6E,5317,ECONOMY,Airbus A320,06:50:00,Delhi,13:50:00,Bhubaneswar,07:00:00,1,7519,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,1036,ECONOMY,Boeing 737,05:15:00,Delhi,20:45:00,Bhubaneswar,15:30:00,2,8257,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2829,ECONOMY,Airbus A320,05:10:00,Delhi,10:05:00,Bhubaneswar,04:55:00,1,8688,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2577,ECONOMY,Airbus A320,02:30:00,Delhi,10:05:00,Bhubaneswar,07:35:00,1,8688,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2871,ECONOMY,Airbus A320,20:45:00,Delhi,10:05:00,Bhubaneswar,13:20:00,1,8688,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2927,ECONOMY,Airbus A320,05:45:00,Delhi,14:30:00,Bhubaneswar,08:45:00,1,10871,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2975,ECONOMY,Airbus A320,05:10:00,Delhi,14:30:00,Bhubaneswar,09:20:00,1,10871,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2421,ECONOMY,Airbus A320,02:15:00,Delhi,14:30:00,Bhubaneswar,12:15:00,1,10871,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2435,ECONOMY,Airbus A320,08:00:00,Delhi,14:30:00,Bhubaneswar,06:30:00,1,11105,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2429,ECONOMY,Airbus A320,07:00:00,Delhi,14:30:00,Bhubaneswar,07:30:00,1,11105,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2678,ECONOMY,Airbus A320,08:30:00,Delhi,14:30:00,Bhubaneswar,06:00:00,1,11271,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2943,ECONOMY,Airbus A320,07:30:00,Delhi,14:30:00,Bhubaneswar,07:00:00,1,11373,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2441,ECONOMY,Airbus A320,14:20:00,Delhi,20:45:00,Bhubaneswar,06:25:00,1,11762,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2951,ECONOMY,Airbus A320,13:15:00,Delhi,20:45:00,Bhubaneswar,07:30:00,1,11762,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2945,ECONOMY,Airbus A320,11:40:00,Delhi,20:45:00,Bhubaneswar,09:05:00,1,11762,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2425,ECONOMY,Airbus A320,10:55:00,Delhi,20:45:00,Bhubaneswar,09:50:00,1,11762,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2995,ECONOMY,Airbus A320,10:15:00,Delhi,20:45:00,Bhubaneswar,10:30:00,1,11762,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2963,ECONOMY,Airbus A320,09:00:00,Delhi,20:45:00,Bhubaneswar,11:45:00,1,11762,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2803,ECONOMY,Airbus A320,05:35:00,Delhi,12:35:00,Bhubaneswar,07:00:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2409,ECONOMY,Airbus A320,04:25:00,Delhi,12:35:00,Bhubaneswar,08:10:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2653,ECONOMY,Airbus A320,03:00:00,Delhi,12:35:00,Bhubaneswar,09:35:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2412,ECONOMY,Airbus A320,21:45:00,Delhi,07:25:00,Bhubaneswar,09:40:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2415,ECONOMY,Airbus A320,09:40:00,Delhi,19:40:00,Bhubaneswar,10:00:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2801,ECONOMY,Airbus A320,09:00:00,Delhi,19:40:00,Bhubaneswar,10:40:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2807,ECONOMY,Airbus A320,20:30:00,Delhi,07:25:00,Bhubaneswar,10:55:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,427,ECONOMY,Boeing 787,08:30:00,Delhi,19:40:00,Bhubaneswar,11:10:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2809,ECONOMY,Airbus A320,20:00:00,Delhi,07:25:00,Bhubaneswar,11:25:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2512,ECONOMY,Airbus A320,19:25:00,Delhi,07:25:00,Bhubaneswar,12:00:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2651,ECONOMY,Airbus A320,07:30:00,Delhi,19:40:00,Bhubaneswar,12:10:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2815,ECONOMY,Airbus A320,06:45:00,Delhi,19:40:00,Bhubaneswar,12:55:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2813,ECONOMY,Airbus A320,18:00:00,Delhi,07:25:00,Bhubaneswar,13:25:00,1,12203,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2600,ECONOMY,Airbus A320,17:00:00,Delhi,07:25:00,Bhubaneswar,14:25:00,1,12336,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,853,ECONOMY,Airbus A321,05:50:00,Delhi,18:25:00,Bhubaneswar,12:35:00,1,12414,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2469,ECONOMY,Airbus A320,04:45:00,Delhi,18:25:00,Bhubaneswar,13:40:00,1,12414,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,505,ECONOMY,Airbus A320,20:10:00,Delhi,10:40:00,Bhubaneswar,14:30:00,1,12706,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India,AI,2417,ECONOMY,Airbus A320,12:10:00,Delhi,19:40:00,Bhubaneswar,07:30:00,1,13023,Indira Gandhi International Airport,Biju Patnaik International Airport
Air India Express,IX,1194,ECONOMY,Airbus A320,06:35:00,Delhi,07:35:00,Jaipur,01:00:00,0,2098,Indira Gandhi International Airport,Jaipur International Airport
IndiGo,6E,6483,ECONOMY,Airbus A320,06:00:00,Delhi,06:45:00,Jaipur,00:45:00,0,2098,Indira Gandhi International Airport,Jaipur International Airport
IndiGo,6E,2042,ECONOMY,Airbus A320,19:10:00,Delhi,20:15:00,Jaipur,01:05:00,0,2249,Indira Gandhi International Airport,Jaipur International Airport
IndiGo,6E,2204,ECONOMY,Airbus A321,17:05:00,Delhi,17:55:00,Jaipur,00:50:00,0,2406,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2829,ECONOMY,Airbus A320,05:10:00,Delhi,11:50:00,Jaipur,06:40:00,1,9488,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2899,ECONOMY,Airbus A320,12:20:00,Delhi,19:10:00,Jaipur,06:50:00,1,9488,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2577,ECONOMY,Airbus A320,02:30:00,Delhi,11:50:00,Jaipur,09:20:00,1,9488,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2702,ECONOMY,Airbus A320,02:00:00,Delhi,09:20:00,Jaipur,07:20:00,1,9855,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2859,ECONOMY,Airbus A320,10:20:00,Delhi,19:10:00,Jaipur,08:50:00,1,9855,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2727,ECONOMY,Airbus A320,21:55:00,Delhi,09:20:00,Jaipur,11:25:00,1,9855,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2560,ECONOMY,Airbus A320,07:10:00,Delhi,19:10:00,Jaipur,12:00:00,1,9855,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2400,ECONOMY,Airbus A320,21:00:00,Delhi,09:20:00,Jaipur,12:20:00,1,9855,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2927,ECONOMY,Airbus A320,05:45:00,Delhi,12:55:00,Jaipur,07:10:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2945,ECONOMY,Airbus A320,11:40:00,Delhi,19:05:00,Jaipur,07:25:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2933,ECONOMY,Airbus A321,15:30:00,Delhi,23:10:00,Jaipur,07:40:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2975,ECONOMY,Airbus A320,05:10:00,Delhi,12:55:00,Jaipur,07:45:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2425,ECONOMY,Airbus A320,10:55:00,Delhi,19:05:00,Jaipur,08:10:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2420,ECONOMY,Airbus A320,14:55:00,Delhi,23:10:00,Jaipur,08:15:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2995,ECONOMY,Airbus A320,10:15:00,Delhi,19:05:00,Jaipur,08:50:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2441,ECONOMY,Airbus A320,14:20:00,Delhi,23:10:00,Jaipur,08:50:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2963,ECONOMY,Airbus A320,09:00:00,Delhi,19:05:00,Jaipur,10:05:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2999,ECONOMY,Airbus A320,22:00:00,Delhi,12:55:00,Jaipur,14:55:00,1,9918,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2955,ECONOMY,Airbus A320,17:55:00,Delhi,23:10:00,Jaipur,05:15:00,1,10094,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2429,ECONOMY,Airbus A320,07:00:00,Delhi,12:55:00,Jaipur,05:55:00,1,10138,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2435,ECONOMY,Airbus A320,08:00:00,Delhi,19:05:00,Jaipur,11:05:00,1,10138,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2951,ECONOMY,Airbus A320,13:15:00,Delhi,19:05:00,Jaipur,05:50:00,1,10206,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2941,ECONOMY,Airbus A320,16:30:00,Delhi,23:10:00,Jaipur,06:40:00,1,10206,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2592,ECONOMY,Airbus A320,14:30:00,Delhi,23:10:00,Jaipur,08:40:00,1,10206,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2421,ECONOMY,Airbus A320,02:15:00,Delhi,08:40:00,Jaipur,06:25:00,1,10270,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2439,ECONOMY,Airbus A320,23:00:00,Delhi,08:40:00,Jaipur,09:40:00,1,10270,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2437,ECONOMY,Airbus A320,22:30:00,Delhi,08:40:00,Jaipur,10:10:00,1,10270,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2433,ECONOMY,Airbus A320,21:30:00,Delhi,08:40:00,Jaipur,11:10:00,1,10270,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2981,ECONOMY,Airbus A321,21:00:00,Delhi,08:40:00,Jaipur,11:40:00,1,10270,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2805,ECONOMY,Airbus A320,20:00:00,Delhi,08:40:00,Jaipur,12:40:00,1,10270,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2985,ECONOMY,Airbus A320,19:30:00,Delhi,08:40:00,Jaipur,13:10:00,1,10364,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2542,ECONOMY,Airbus A320,09:40:00,Delhi,19:10:00,Jaipur,09:30:00,1,10380,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2678,ECONOMY,Airbus A320,08:30:00,Delhi,19:05:00,Jaipur,10:35:00,1,10606,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2957,ECONOMY,Airbus A320,20:30:00,Delhi,08:40:00,Jaipur,12:10:00,1,10670,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2943,ECONOMY,Airbus A320,07:30:00,Delhi,12:55:00,Jaipur,05:25:00,1,10707,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,853,ECONOMY,Airbus A321,05:50:00,Delhi,16:40:00,Jaipur,10:50:00,1,10925,Indira Gandhi International Airport,Jaipur International Airport
Air India,AI,2469,ECONOMY,Airbus A320,04:45:00,Delhi,16:40:00,Jaipur,11:55:00,1,10925,Indira Gandhi International Airport,Jaipur International Airport
Air India Express,IX,1197,ECONOMY,Airbus A320,04:30:00,Delhi,07:05:00,Guwahati,02:35:00,0,6399,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India Express,IX,1193,ECONOMY,Boeing 737,06:40:00,Delhi,09:20:00,Guwahati,02:40:00,0,6399,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India Express,IX,1200,ECONOMY,Boeing 737,20:50:00,Delhi,23:30:00,Guwahati,02:40:00,0,6399,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,2059,ECONOMY,Airbus A321,04:45:00,Delhi,07:10:00,Guwahati,02:25:00,0,6399,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India Express,IX,1194,ECONOMY,Airbus A320,06:35:00,Delhi,14:55:00,Guwahati,08:20:00,2,6532,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,2788,ECONOMY,Airbus A321,02:30:00,Delhi,07:10:00,Guwahati,04:40:00,1,6571,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,219,ECONOMY,Airbus A321,07:00:00,Delhi,17:30:00,Guwahati,10:30:00,1,6571,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,389,ECONOMY,Airbus A321,21:15:00,Delhi,08:25:00,Guwahati,11:10:00,1,6571,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,6415,ECONOMY,Airbus A321,16:30:00,Delhi,21:15:00,Guwahati,04:45:00,1,6651,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,2625,ECONOMY,Airbus A321,10:10:00,Delhi,17:30:00,Guwahati,07:20:00,1,6651,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,5199,ECONOMY,Airbus A321,13:15:00,Delhi,21:15:00,Guwahati,08:00:00,1,6651,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,513,ECONOMY,Airbus A321,08:30:00,Delhi,17:30:00,Guwahati,09:00:00,1,6651,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,889,ECONOMY,Airbus A320,15:55:00,Delhi,18:30:00,Guwahati,02:35:00,0,6799,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India Express,IX,1067,ECONOMY,Airbus A320,10:00:00,Delhi,12:25:00,Guwahati,02:25:00,0,6900,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India Express,IX,1186,ECONOMY,Boeing 737,09:10:00,Delhi,11:45:00,Guwahati,02:35:00,0,6900,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India Express,IX,1142,ECONOMY,Boeing 737,12:55:00,Delhi,15:35:00,Guwahati,02:40:00,0,6900,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,2038,ECONOMY,Airbus A321,10:10:00,Delhi,12:35:00,Guwahati,02:25:00,0,6901,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,6316,ECONOMY,Airbus A320,17:20:00,Delhi,19:45:00,Guwahati,02:25:00,0,6901,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,6048,ECONOMY,Airbus A320,21:10:00,Delhi,23:35:00,Guwahati,02:25:00,0,6901,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
SpiceJet,SG,184,ECONOMY,Boeing 737,21:45:00,Delhi,20:10:00,Guwahati,22:25:00,1,7167,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
IndiGo,6E,2064,ECONOMY,Airbus A320,05:35:00,Delhi,11:15:00,Guwahati,05:40:00,1,7117,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2764,ECONOMY,Airbus A320,09:40:00,Delhi,20:50:00,Guwahati,11:10:00,1,7223,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2535,ECONOMY,Airbus A320,05:25:00,Delhi,20:50:00,Guwahati,15:25:00,1,7223,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2727,ECONOMY,Airbus A320,21:55:00,Delhi,14:00:00,Guwahati,16:05:00,1,7223,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2400,ECONOMY,Airbus A320,21:00:00,Delhi,14:00:00,Guwahati,17:00:00,1,7223,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2702,ECONOMY,Airbus A320,02:00:00,Delhi,20:50:00,Guwahati,18:50:00,1,7223,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2709,ECONOMY,Airbus A320,18:10:00,Delhi,14:00:00,Guwahati,19:50:00,1,7223,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2403,ECONOMY,Airbus A321,17:30:00,Delhi,14:00:00,Guwahati,20:30:00,1,7223,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
SpiceJet,SG,914,ECONOMY,Boeing 737,15:10:00,Delhi,09:40:00,Guwahati,18:30:00,1,7386,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
SpiceJet,SG,126,ECONOMY,Boeing 737,13:50:00,Delhi,09:40:00,Guwahati,19:50:00,1,7386,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2767,ECONOMY,Airbus A320,12:50:00,Delhi,20:50:00,Guwahati,08:00:00,1,7387,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
SpiceJet,SG,2473,ECONOMY,DHC-8,18:45:00,Delhi,14:35:00,Guwahati,19:50:00,1,8874,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2725,ECONOMY,Airbus A320,08:00:00,Delhi,15:10:00,Guwahati,07:10:00,1,9170,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2705,ECONOMY,Airbus A321,07:30:00,Delhi,20:50:00,Guwahati,13:20:00,1,9359,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2737,ECONOMY,Airbus A320,15:45:00,Delhi,20:50:00,Guwahati,05:05:00,1,9609,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
AkasaAir,QP,1719,ECONOMY,Boeing 737,08:30:00,Delhi,17:05:00,Guwahati,08:35:00,1,9792,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2523,ECONOMY,Airbus A320,10:55:00,Delhi,17:00:00,Guwahati,06:05:00,1,10026,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2633,ECONOMY,Airbus A320,08:20:00,Delhi,17:00:00,Guwahati,08:40:00,1,10109,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
Air India,AI,2577,ECONOMY,Airbus A320,02:30:00,Delhi,09:35:00,Guwahati,07:05:00,1,10601,Indira Gandhi International Airport,Lokpriya Gopinath Bordoloi International Airport
